,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
746,Subramanyapura,12.8839705,77.54121140000001,Vasudev Adigas's,12.882507356304359,77.54664793140712,Indian Restaurant
747,Subramanyapura,12.8839705,77.54121140000001,Fairway @ Tranquil,12.887576169632265,77.54457466020615,Department Store
748,Subramanyapura,12.8839705,77.54121140000001,DMart,12.875797,77.54392,Supermarket
749,Sulikere,12.9389629,77.4475916,BangaloreSEOCompany,12.938439975614394,77.44455814361572,IT Services
750,Taralu,12.7892102,77.5223282,Axis Bank ATM,12.783330917358,77.523712158203,ATM
751,Thalaghattapura,12.869816900000002,77.5356688,Holiday Village,12.867508834207738,77.5432580580637,Lounge
752,Thalaghattapura,12.869816900000002,77.5356688,Swadeshi's,12.867091869945696,77.53514121078136,Indian Restaurant
753,Thalaghattapura,12.869816900000002,77.5356688,Queens court dhaba,12.873003963259297,77.54000079468487,Indian Restaurant
754,Thalaghattapura,12.869816900000002,77.5356688,Shell,12.86266296,77.53133423,Gas Station
755,Yelachenahalli,12.897971,77.57008459999999,Metro Cash And Carry,12.892819007788184,77.56666091218938,Department Store
756,Yelachenahalli,12.897971,77.57008459999999,Domino's Pizza,12.893958506207284,77.56815765318929,Pizza Place
757,Yelachenahalli,12.897971,77.57008459999999,Pizza Hut,12.904774067087066,77.57336505154383,Pizza Place
758,Yelachenahalli,12.897971,77.57008459999999,Yelachenahalli Metro Station,12.896217111934673,77.5701571959078,Metro Station
759,Yelachenahalli,12.897971,77.57008459999999,"HSR Services, Kanakapura Road",12.896796,77.5724,Motorcycle Shop
760,Yelachenahalli,12.897971,77.57008459999999,Sri Krishna Sagar Restaurant,12.894009686227198,77.56826819566781,Indian Restaurant
761,Yelachenahalli,12.897971,77.57008459999999,Coffee Day Xpress,12.893054885475712,77.56675958633423,Café
762,Yelachenahalli,12.897971,77.57008459999999,The Sports Club,12.890087691283494,77.57052457563535,Athletics & Sports
763,Yelachenahalli,12.897971,77.57008459999999,Ice cafe,12.899233936285148,77.56175999867094,Café
764,Yelachenahalli,12.897971,77.57008459999999,Athidhi Grand A/C Multi Cuisine Family Restaurant,12.891355048621747,77.56485532196196,Restaurant
765,Achitnagar,13.0911763,77.48348235,Parking Adda,13.088502883911133,77.48796844482422,Food & Drink Shop
766,Achitnagar,13.0911763,77.48348235,Arabian bakery,13.083797481620739,77.48499925282938,Bakery
767,Achitnagar,13.0911763,77.48348235,Nepali MoMo: Shop,13.084197866950541,77.48740213403559,Asian Restaurant
768,Bagalgunte,13.0566493,77.5048222,Domino's Pizza,13.053972294348908,77.50755298142799,Pizza Place
769,Bagalgunte,13.0566493,77.5048222,Hotel Elite Hesaraghatta,13.057818412581625,77.5067689682522,Restaurant
770,Bagalgunte,13.0566493,77.5048222,krishna cake palace (kcp),13.051114970159349,77.5077825842667,Bakery
771,Bagalgunte,13.0566493,77.5048222,Lady Bug,13.06542648376802,77.5030336315131,Pizza Place
772,Bangalore City,13.021626300000001,77.76618020000001,Red Rhino,13.024761557118968,77.7613812897569,Restaurant
773,Bangalore City,13.021626300000001,77.76618020000001,Casio Hyper Shoppe,13.016173377588247,77.76202430949232,Department Store
774,Bangalore City,13.021626300000001,77.76618020000001,M K Retail,13.024792143415679,77.761450140255,Shopping Plaza
775,Bangalore City,13.021626300000001,77.76618020000001,A1 Fresh,13.015822960638564,77.76205337884294,Department Store
776,Basaveshwaranagar,12.986475,77.5385709,Natural Ice Cream,12.985484062294457,77.54315786791148,Ice Cream Shop
777,Basaveshwaranagar,12.986475,77.5385709,Priyadarshini Grand,12.990234880192782,77.53801956889775,Fast Food Restaurant
778,Basaveshwaranagar,12.986475,77.5385709,Polar Bear,12.991461009778394,77.5388324589418,Ice Cream Shop
779,Basaveshwaranagar,12.986475,77.5385709,Bansuri Sweets,12.986912248332752,77.53969847640103,Indian Restaurant
780,Basaveshwaranagar,12.986475,77.5385709,Gold's gym,12.991854848089247,77.53849247800039,Gym
781,Basaveshwaranagar,12.986475,77.5385709,Baskin-Robbins,12.991217980867413,77.53890348744645,Ice Cream Shop
782,Basaveshwaranagar,12.986475,77.5385709,McDonald's,12.988596695430404,77.53766402759227,Fast Food Restaurant
783,Basaveshwaranagar,12.986475,77.5385709,cafe coffee day,12.980093609195144,77.53782296537516,Café
784,Basaveshwaranagar,12.986475,77.5385709,Domino's Pizza,12.991721498974792,77.537746906468,Pizza Place
785,Basaveshwaranagar,12.986475,77.5385709,Adigas,12.981914716758661,77.53289050362284,Indian Restaurant
786,Basaveshwaranagar,12.986475,77.5385709,Cave-n-Dine,12.986423107031287,77.54056471282732,Indian Restaurant
787,Basaveshwaranagar,12.986475,77.5385709,"Reliance Fresh, Pavithra Paradise",12.98735535753951,77.53744785945646,Department Store
788,Basaveshwaranagar,12.986475,77.5385709,Real Cane,12.986182530223688,77.54134442177153,Juice Bar
789,Basaveshwaranagar,12.986475,77.5385709,Square Plate,12.978752277021064,77.54064292676242,Indian Restaurant
790,Basaveshwaranagar,12.986475,77.5385709,Havanur Circle,12.984304266608362,77.5330660578754,Intersection
791,Basaveshwaranagar,12.986475,77.5385709,Water Tank Bus Stop,12.995211993138009,77.5398302078247,Bus Station
792,Hessarghatta,13.04842585,77.50762318993509,Domino's Pizza,13.053972294348908,77.50755298142799,Pizza Place
793,Hessarghatta,13.04842585,77.50762318993509,krishna cake palace (kcp),13.051114970159349,77.5077825842667,Bakery
794,Hessarghatta,13.04842585,77.50762318993509,Shell,13.04652612,77.50227105,Gas Station
795,Hessarghatta,13.04842585,77.50762318993509,Nagasandra Metro Station,13.0476720269148,77.50032865618735,Light Rail Station
796,Hessarghatta,13.04842585,77.50762318993509,Sobha Skating Rink,13.0447,77.5002,Athletics & Sports
797,Jalahalli H.O,13.0464531,77.54838029999999,Mezzaluna,13.042339214023034,77.55473783528103,Italian Restaurant
798,Jalahalli H.O,13.0464531,77.54838029999999,Mövenpick Hotel & Spa,13.04197645140999,77.55481280667854,Hotel
799,Jalahalli H.O,13.0464531,77.54838029999999,Kadamba Gardenia,13.049061,77.54846,Vegetarian / Vegan Restaurant
800,Jalahalli H.O,13.0464531,77.54838029999999,Kanti Sweets (Jalahalli),13.048806003346105,77.54966895700024,Fast Food Restaurant
801,Jalahalli H.O,13.0464531,77.54838029999999,D Needs,13.048883385724892,77.54973053501385,Shopping Mall
802,Jalahalli H.O,13.0464531,77.54838029999999,New Arya Bhavan,13.049080456414831,77.54729537901864,Indian Restaurant
803,Jalahalli H.O,13.0464531,77.54838029999999,Q3 food corner,13.043834986799906,77.55358189347328,Indian Restaurant
804,Jalahalli H.O,13.0464531,77.54838029999999,BEL Market,13.051542369559485,77.55197531070301,Plaza
805,Jalahalli H.O,13.0464531,77.54838029999999,Kamath,13.051718137713609,77.55182416759934,Indian Restaurant
806,Jalahalli H.O,13.0464531,77.54838029999999,"My Place @ Mövenpick Hotel & Spa, Bangalore",13.042325211045174,77.55475182967763,Restaurant
807,Jalahalli H.O,13.0464531,77.54838029999999,Gokulam Grand Hotel & Spa,13.042017,77.55465,Hotel
808,Jalahalli H.O,13.0464531,77.54838029999999,Obsidian,13.041829945155174,77.55490296888146,Hotel Bar
809,Jalahalli H.O,13.0464531,77.54838029999999,HMT Theatre,13.049554374260527,77.54384674829524,Indie Movie Theater
810,Jalahalli H.O,13.0464531,77.54838029999999,BEL Circle,13.043933571868765,77.5570821762085,Intersection
811,Kamakshipalya,12.9823617,77.5226376,sumanahalli Bus Stop,12.987367286875237,77.52122754428049,Bus Station
812,Kamakshipalya,12.9823617,77.5226376,State Bank of India ATM,12.9873743,77.5189855,ATM
813,Kamakshipalya,12.9823617,77.5226376,Axis Bank ATM,12.98729038,77.52684784,ATM
814,Kamakshipalya,12.9823617,77.5226376,Sangam Sweets,12.97730236874006,77.51717350426884,Fast Food Restaurant
815,Kamakshipalya,12.9823617,77.5226376,Limra Catering,12.98811358607193,77.51775026321411,Restaurant
816,Kamakshipalya,12.9823617,77.5226376,State Bank of India ATM,12.9762941,77.5275248,ATM
817,Kamakshipalya,12.9823617,77.5226376,Terrace,12.980316133226706,77.53060317701015,Campground
818,Kamakshipalya,12.9823617,77.5226376,Durga Sri Grand,12.978024260819527,77.51487764416152,Breakfast Spot
819,Kodigehalli,13.0031666,77.7272835,Senette Bean Bags,13.008082389831543,77.73101806640625,Furniture / Home Store
820,Laggere,13.0108677,77.5207301,Axis Bank ATM,13.012439727783,77.515167236328,ATM
821,Laggere,13.0108677,77.5207301,MedPlus,13.0177562,77.5198443,Pharmacy
822,Laggere,13.0108677,77.5207301,PHD (Pizza Hut Delivery),13.0068403920208,77.52785704462075,Pizza Place
823,Laggere,13.0108677,77.5207301,Axis Bank ATM,13.00841,77.52917,ATM
824,Laggere,13.0108677,77.5207301,State Bank of India ATM,13.0136196,77.5123737,ATM
825,Mathikere,13.032888400000001,77.557374,Biriyani Paradise,13.030652439711085,77.5622161145674,Indian Restaurant
826,Mathikere,13.032888400000001,77.557374,Jp park,13.038751321222442,77.5551380739094,Park
827,Mathikere,13.032888400000001,77.557374,Cafe Coffee Day,13.031717399707885,77.55940591512328,Café
828,Mathikere,13.032888400000001,77.557374,New Agarwal Bhavan,13.030533465479458,77.56019532061102,Diner
829,Mathikere,13.032888400000001,77.557374,international fitness centre,13.034829709730193,77.55785465240479,Gym
830,Mathikere,13.032888400000001,77.557374,Food Campus,13.031899310259977,77.55925793054259,American Restaurant
831,Mathikere,13.032888400000001,77.557374,Polar Bear,13.034556320074296,77.56099874888841,Ice Cream Shop
832,Mathikere,13.032888400000001,77.557374,CALICUT Restaurant,13.030272426770807,77.5620174407959,Indian Restaurant
833,Mathikere,13.032888400000001,77.557374,Msrec Bus St,13.029881376224626,77.5617767908879,Bus Station
834,Mathikere,13.032888400000001,77.557374,Dayfresh Basyir,13.039910426286186,77.55577529974789,Bakery
835,Mathikere,13.032888400000001,77.557374,Shahi Darbar,13.032550895101087,77.56563104769607,Indian Restaurant
836,Msrit,13.030955300000002,77.5648559396817,Biriyani Paradise,13.030652439711085,77.5622161145674,Indian Restaurant
837,Msrit,13.030955300000002,77.5648559396817,The BEL ST,13.030093260288147,77.57050852320651,Italian Restaurant
838,Msrit,13.030955300000002,77.5648559396817,crunch fitness regime,13.030998193142407,77.57037425227004,Gym
839,Msrit,13.030955300000002,77.5648559396817,Ice N Spice by truffles,13.028079028167316,77.57311592249596,Burger Joint
840,Msrit,13.030955300000002,77.5648559396817,GILLY'S,13.027258423209096,77.57186837621228,Bar
841,Msrit,13.030955300000002,77.5648559396817,Kanti Sweets,13.039037941581752,77.56435436666399,Indian Restaurant
842,Msrit,13.030955300000002,77.5648559396817,Corner House,13.028050828556792,77.5729703445235,Ice Cream Shop
843,Msrit,13.030955300000002,77.5648559396817,Ice & Spice,13.028078629411786,77.57308292276954,Fast Food Restaurant
844,Msrit,13.030955300000002,77.5648559396817,Naturals Ice Cream Parlour,13.028078570635392,77.57283396978612,Ice Cream Shop
845,Msrit,13.030955300000002,77.5648559396817,Domino's Pizza,13.037154305456458,77.56574938632659,Pizza Place
846,Msrit,13.030955300000002,77.5648559396817,KFC,13.032088315306128,77.56994022488833,Fast Food Restaurant
847,Msrit,13.030955300000002,77.5648559396817,Hunan,13.034177957710094,77.56917870939733,Chinese Restaurant
848,Msrit,13.030955300000002,77.5648559396817,Chung Wah,13.027713334748974,77.57165540730685,Chinese Restaurant
849,Msrit,13.030955300000002,77.5648559396817,Subway,13.02776960768549,77.57166583590954,Sandwich Place
850,Msrit,13.030955300000002,77.5648559396817,Pizza Hut,13.027686007513845,77.57159267519111,Pizza Place
851,Msrit,13.030955300000002,77.5648559396817,Relish Restaurant,13.029383216855765,77.57093272638218,Indian Restaurant
852,Msrit,13.030955300000002,77.5648559396817,Domino's Pizza,13.032,77.571,Pizza Place
853,Msrit,13.030955300000002,77.5648559396817,Printo,13.03324050254909,77.56912542091506,Paper / Office Supplies Store
854,Msrit,13.030955300000002,77.5648559396817,Polar Bear,13.028067907424054,77.5731405998917,Ice Cream Shop
855,Msrit,13.030955300000002,77.5648559396817,New Agarwal Bhavan,13.030533465479458,77.56019532061102,Diner
856,Msrit,13.030955300000002,77.5648559396817,New Zealand Natural,13.028067878014946,77.57333484314935,Ice Cream Shop
857,Msrit,13.030955300000002,77.5648559396817,Cafe Coffee Day,13.031717399707885,77.55940591512328,Café
858,Msrit,13.030955300000002,77.5648559396817,80 Feet Road,13.0283650167326,77.57336282731649,Trail
859,Msrit,13.030955300000002,77.5648559396817,Baskin-Robbins,13.028995345721354,77.57079647549337,Ice Cream Shop
860,Msrit,13.030955300000002,77.5648559396817,Shanthi Sagar,13.036967574802603,77.56598537226097,Indian Restaurant
861,Msrit,13.030955300000002,77.5648559396817,Cream And Fudge,13.030185911385809,77.57060168948152,Ice Cream Shop
862,Msrit,13.030955300000002,77.5648559396817,Maha Bazaar,13.037194021073432,77.56582048673407,Department Store
863,Msrit,13.030955300000002,77.5648559396817,Casino Restaurant,13.028839442214494,77.57114739266011,Asian Restaurant
864,Msrit,13.030955300000002,77.5648559396817,Sagar Samrat Restaurant,13.033605457426669,77.56888200761529,Indian Restaurant
865,Msrit,13.030955300000002,77.5648559396817,Jashn,13.028198336230275,77.57324529376803,Indian Restaurant
866,Msrit,13.030955300000002,77.5648559396817,Eggstacy,13.031287412429538,77.5701223775955,Fast Food Restaurant
867,Msrit,13.030955300000002,77.5648559396817,Sangria wine lounge,13.030378,77.570465,Chinese Restaurant
868,Msrit,13.030955300000002,77.5648559396817,Café Coffee Day,13.028079,77.573404,Coffee Shop
869,Msrit,13.030955300000002,77.5648559396817,Stoned Monkey,13.027954,77.57341,Ice Cream Shop
870,Msrit,13.030955300000002,77.5648559396817,Shahi Darbar,13.032550895101087,77.56563104769607,Indian Restaurant
871,Msrit,13.030955300000002,77.5648559396817,Beijing Bites,13.032959949541635,77.56933303601933,Chinese Restaurant
872,Msrit,13.030955300000002,77.5648559396817,Suggi,13.03026197419052,77.57038593292236,Indian Restaurant
873,Msrit,13.030955300000002,77.5648559396817,Wangs Kitchen,13.027047958794897,77.57175652492465,Chinese Restaurant
874,Msrit,13.030955300000002,77.5648559396817,Thalassery Restaurant,13.02995294340458,77.56211592726794,Kerala Restaurant
875,Msrit,13.030955300000002,77.5648559396817,tasty hot,13.029764955882323,77.56191112853422,Fast Food Restaurant
876,Msrit,13.030955300000002,77.5648559396817,Msrec Bus St,13.029881376224626,77.5617767908879,Bus Station
877,Msrit,13.030955300000002,77.5648559396817,The Pavilion,13.027210027282651,77.56171521941347,Indian Restaurant
878,Msrit,13.030955300000002,77.5648559396817,Vision Express,13.0348285,77.5679095,Shop & Service
879,Msrit,13.030955300000002,77.5648559396817,Ammi's Biryani,13.034608067651131,77.56818004157572,Indian Restaurant
880,Msrit,13.030955300000002,77.5648559396817,Gurudarshini Chats,13.03048682787422,77.55955459922411,Fast Food Restaurant
881,Msrit,13.030955300000002,77.5648559396817,Black Jack Lounge Bar,13.032012824602708,77.57017450665512,German Restaurant
882,Msrit,13.030955300000002,77.5648559396817,Ammi's Biryani,13.034207624434407,77.56067409669087,Indian Restaurant
883,Msrit,13.030955300000002,77.5648559396817,McDonald's,13.029346472204464,77.57093349598382,Fast Food Restaurant
884,Msrit,13.030955300000002,77.5648559396817,"Mathikere ,Bengaluru",13.033744896139341,77.5583175416675,Bus Station
885,Msrit,13.030955300000002,77.5648559396817,United Colors of Benetton,13.027115759845172,77.55828955378385,Clothing Store
886,Msrit,13.030955300000002,77.5648559396817,Goli VadaPav,13.03409804151475,77.55784928798676,Burger Joint
887,Msrit,13.030955300000002,77.5648559396817,international fitness centre,13.034829709730193,77.55785465240479,Gym
888,Msrit,13.030955300000002,77.5648559396817,Sri Ayyappa Bakery and Sweets,13.033959296878352,77.55692933431301,Bakery
889,Msrit,13.030955300000002,77.5648559396817,Thate Idli Point,13.025136443104348,77.55855263961743,Breakfast Spot
890,Nagarbhavi,12.9651008,77.5078635,Swathi Restaurant,12.960838553522096,77.50771586344938,Indian Restaurant
891,Nagarbhavi,12.9651008,77.5078635,cafe coffee day,12.972023809574843,77.5129222869873,Café
892,Nagarbhavi,12.9651008,77.5078635,Nammoora Thindi,12.960784840217332,77.51247321692753,Breakfast Spot
893,Nagarbhavi,12.9651008,77.5078635,Cloud Cafe,12.961044,77.509285,Café
894,Nagarbhavi,12.9651008,77.5078635,M K Ahmed super market,12.960821827711793,77.50693137142387,Market
895,Nagarbhavi,12.9651008,77.5078635,Nandana Palace,12.961203,77.510662,Andhra Restaurant
896,Nagarbhavi,12.9651008,77.5078635,Just Bake,12.961064792478563,77.51156816444542,Bakery
897,Nagarbhavi,12.9651008,77.5078635,Nammane Upchara,12.961245577741485,77.51184255812471,South Indian Restaurant
898,Nagarbhavi,12.9651008,77.5078635,O2 Fitness Zone,12.957626520141293,77.51057138185084,Gym
899,Nagasandra S.O (Bangalore),13.047949699999998,77.5001349,Nagasandra Metro Station,13.0476720269148,77.50032865618735,Light Rail Station
900,Nagasandra S.O (Bangalore),13.047949699999998,77.5001349,Shell,13.04652612,77.50227105,Gas Station
901,Nagasandra S.O (Bangalore),13.047949699999998,77.5001349,Sobha Skating Rink,13.0447,77.5002,Athletics & Sports
902,Nagasandra S.O (Bangalore),13.047949699999998,77.5001349,RINKUS CANDLES,13.046347972776655,77.49470472335815,Hobby Shop
903,Nagasandra S.O (Bangalore),13.047949699999998,77.5001349,krishna cake palace (kcp),13.051114970159349,77.5077825842667,Bakery
904,Peenya Dasarahalli,13.0330189,77.533201,Vivanta by Taj - Yeshwantpur,13.029151746485978,77.54056522652739,Hotel
905,Peenya Dasarahalli,13.0330189,77.533201,"Palette, Taj Vivanta",13.029171387651136,77.54068149047927,Restaurant
906,Peenya Dasarahalli,13.0330189,77.533201,Cafe Coffee Day,13.03380019886779,77.53108206734315,Coffee Shop
907,Peenya Dasarahalli,13.0330189,77.533201,McDonald's,13.033423149236361,77.53113789181491,Fast Food Restaurant
908,Peenya Dasarahalli,13.0330189,77.533201,Azure,13.029278154402041,77.54071212861463,Mediterranean Restaurant
909,Peenya Dasarahalli,13.0330189,77.533201,Metro Peenya,13.032662,77.533424,Train Station
910,Peenya Dasarahalli,13.0330189,77.533201,Metro Goraguntepalya Station,13.029347938383655,77.53954731695752,Light Rail Station
911,Peenya Dasarahalli,13.0330189,77.533201,Shimmer,13.029377383442736,77.54047106597233,Wine Bar
912,Peenya Dasarahalli,13.0330189,77.533201,Metro Peenya Industry,13.036387046183453,77.52556699904098,Light Rail Station
913,Peenya Dasarahalli,13.0330189,77.533201,Paranda,13.029310787537218,77.54068851470947,Punjabi Restaurant
914,Peenya Dasarahalli,13.0330189,77.533201,Peenya Industrial Metro Station,13.036313,77.525475,Light Rail Station
915,Peenya Dasarahalli,13.0330189,77.533201,Paranda,13.029254679300681,77.54090214627624,Indian Restaurant
916,Peenya Dasarahalli,13.0330189,77.533201,Jiva Spa - Taj Vivanta,13.029059924514206,77.5408387184143,Spa
917,Shivakote,13.1345489,77.5134137,Laptop Service Center Marathahalli,13.127880231348852,77.50740766525269,Other Repair Shop
918,Tarabanahalli,13.190570800000001,77.627882,Olde Bangalore Resort & Convention Center,13.191448790163257,77.62230899039558,Resort
919,Tarabanahalli,13.190570800000001,77.627882,olde banglore buffet,13.191524505615234,77.62232971191406,Bowling Alley
920,Tarabanahalli,13.190570800000001,77.627882,Goldfinch Retreat,13.194842935368156,77.63573990880947,Resort
921,Tarabanahalli,13.190570800000001,77.627882,Banjara Gold Finch Reatreat,13.194833250993572,77.63580061698418,Indian Restaurant
922,Tarabanahalli,13.190570800000001,77.627882,Aviator,13.194904,77.63582,Diner
923,Vidyaranyapura,13.076640699999999,77.55773149999999,Cafe Coffee Day,13.075348138431252,77.55792711006323,Coffee Shop
924,Vidyaranyapura,13.076640699999999,77.55773149999999,Baskin-Robbins,13.074917151291823,77.55775218507824,Ice Cream Shop
925,Vidyaranyapura,13.076640699999999,77.55773149999999,Domino's Pizza,13.07876082637529,77.55907287125524,Pizza Place
926,Vidyaranyapura,13.076640699999999,77.55773149999999,Bejing Bites,13.075301,77.558041,Chinese Restaurant
927,Vidyaranyapura,13.076640699999999,77.55773149999999,SnapFitness,13.077049334225794,77.5583228937006,Gym
928,Vidyaranyapura,13.076640699999999,77.55773149999999,Amma's Pastries,13.078847026199712,77.55915157743,Dessert Shop
929,Vidyaranyapura,13.076640699999999,77.55773149999999,Reliance Fresh,13.079275551773893,77.55921315029683,Department Store
930,Vidyaranyapura,13.076640699999999,77.55773149999999,Adyar Ananda Bhavan,13.079711164621855,77.55919067482324,Indian Restaurant
931,Vidyaranyapura,13.076640699999999,77.55773149999999,Paakashala,13.072704883280831,77.5565263031886,Indian Restaurant
932,Vidyaranyapura,13.076640699999999,77.55773149999999,Just Bake,13.069938895588066,77.55542915564986,Bakery
933,Vidyaranyapura,13.076640699999999,77.55773149999999,KL 58 Café,13.0697565,77.55536,Restaurant
934,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,D-Mart,12.974411941889466,77.54736815455266,Department Store
935,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Park View,12.972910294178202,77.53945662117336,Indian Restaurant
936,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Veeresh Theater,12.97694093033139,77.5458576786489,Indie Movie Theater
937,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,New Shanti Sagar,12.976081652474411,77.54278032744055,Indian Restaurant
938,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,The Cinema GT World Mall,12.973696779611087,77.5516042499798,Multiplex
939,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Indraprastha,12.971886144405921,77.53759763439746,Indian Restaurant
940,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,vijayanagar water tank,12.971430698481988,77.53733028868986,Food Truck
941,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Vijayangar Club,12.967574304857798,77.53965928693498,Gym Pool
942,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Square Plate,12.978752277021064,77.54064292676242,Indian Restaurant
943,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Vijayanagar Market,12.972274989162289,77.53827085139581,Miscellaneous Shop
944,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,tollgate bus stop,12.97484129893325,77.54855494898582,Bus Station
945,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Park,12.966902007156035,77.54426675582359,Park
946,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,G T World Mall,12.97370009969299,77.55161354650603,Shopping Mall
947,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Burger King,12.973726,77.551779,Fast Food Restaurant
948,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Asha Sweets,12.97687832433544,77.54054344833314,Bakery
949,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Durga Chats,12.972445685893454,77.5384668010067,Snack Place
950,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Food Camp @ Water Tank,12.973414751846136,77.53817007721217,Snack Place
951,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Vijaynagar Chat Street,12.973531062782065,77.53808050006538,Snack Place
952,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Polar bear,12.972925259504116,77.5373907967147,Ice Cream Shop
953,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Nisarga Andhra Style,12.968365310365014,77.53783416254772,Indian Restaurant
954,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Padmavathi Kalyan Mantap,12.980105,77.548558,Stadium
955,Vijayanagar S.O (Bangalore),12.9718886,77.5457888388713,Govindaraj Nagar,12.975602171284002,77.53775018372652,Bus Station
956,Alahalli,13.276586300000002,77.52233690000001,Doballapura Market,13.27756799466279,77.52255459509513,Food & Drink Shop
957,Anekal,12.708637300000001,77.6993972,Axis Bank ATM,12.709560394287,77.698036193848,ATM
958,Anekal,12.708637300000001,77.6993972,Axis Bank ATM,12.709560394287,77.698036193848,ATM
959,Anekal,12.708637300000001,77.6993972,Aahwahan Foundation,12.714090808066455,77.69389897584914,Business Service
960,Anekal,12.708637300000001,77.6993972,venkateshwara theater,12.716348306775437,77.70048467523549,Movie Theater
961,Attibele,12.7782588,77.7712834,KARNATAKA ENTRANCE,12.77660053457275,77.77736104087053,Castle
962,Attibele,12.7782588,77.7712834,Hotel Sree Sagar,12.777921,77.769706,Indian Restaurant
963,Attibele,12.7782588,77.7712834,Maaya Digital Photo Studio ಮಾಯ ಡಿಜಿಟಲ್ ಫೋಟೋ ಸ್ಟುಡಿಯೋ,12.779711848171363,77.77085557579994,Photography Studio
964,Attibele,12.7782588,77.7712834,Shree Ranga Vilas,12.779921,77.768066,South Indian Restaurant
965,Attibele,12.7782588,77.7712834,Axis Bank ATM,12.77004,77.77328,ATM
966,Bagalur S.O (Bangalore),13.133186800000002,77.6687093,mantapa,13.130103,77.67201,Memorial Site
967,Bagalur S.O (Bangalore),13.133186800000002,77.6687093,Mughal Top Catering Services,13.138788164622381,77.67539978027344,Food Truck
968,Bidadi,12.7988507,77.3869947,bidadi thatte idli,12.7969311177718,77.38369320923324,Indian Restaurant
969,Bidadi,12.7988507,77.3869947,Sri ShivaDarshan Thatte Idly,12.793765112988696,77.38137590156445,Breakfast Spot
970,Bidadi,12.7988507,77.3869947,Bidadi Railway Station,12.800525313757547,77.38947060657193,Train Station
971,Bidadi,12.7988507,77.3869947,Hotel Sri Renuka thatte idli,12.796987352497387,77.38338251217621,Indian Restaurant
972,Bidadi,12.7988507,77.3869947,Bidadi tatte idly,12.800118098291888,77.39217258638669,Indian Restaurant
973,Bidaraguppe,12.8060574,77.7862873,Fabricspa,12.805736,77.78535,Dry Cleaner
974,Bidaraguppe,12.8060574,77.7862873,Apollo Pharmacy,12.811385,77.783521,Pharmacy
975,Budigere,13.1351402,77.74956999999999,Supritha,13.134705,77.74727,Snack Place
976,Chikkajala,13.1715801,77.6345704,Decathlon,13.168697398893203,77.63238890489083,Bike Shop
977,Chikkajala,13.1715801,77.6345704,McDonald's,13.172394457741827,77.63333934673011,Fast Food Restaurant
978,Chikkajala,13.1715801,77.6345704,Cafe Noir,13.169316,77.6328,Café
979,Chikkajala,13.1715801,77.6345704,"Orange Suite, Bengaluru",13.16320037199589,77.63299252704286,Hotel
980,Chikkanahalli,13.314318,77.7871125,Axis Bank ATM,13.318224906921,77.79419708252,ATM
981,Chunchanakuppe,12.9095576,77.38664200000001,Big Banyan Tree,12.90983506825683,77.39548907584354,Park
982,Chunchanakuppe,12.9095576,77.38664200000001,Sri Annapoorneshwari Hotel,12.910094261169434,77.39528059959412,Indian Restaurant
983,Doddajala,13.1767348,77.65205019999999,Airport Regency,13.177735,77.652564,Hotel
984,Doddajala,13.1767348,77.65205019999999,Hanuman temple,13.179947,77.648834,Mountain
985,Doddajala,13.1767348,77.65205019999999,Moon Gate,13.170954,77.645584,Resort
986,Harohalli,13.024441699999999,77.93873070000001,Axis Bank ATM,13.022312164307,77.946441650391,ATM
987,Harohalli,13.024441699999999,77.93873070000001,Axis Bank ATM,13.022312164307,77.946441650391,ATM
988,Hejjala,12.8553687,77.4169835,7 Hills Green Park Dhaba,12.850914059162731,77.4240366071518,Indian Restaurant
989,Hejjala,12.8553687,77.4169835,hotel chandrappa nati style,12.851342,77.425065,Karnataka Restaurant
990,Hoskote,13.073014,77.79213809999999,HDFC Bank,13.072257,77.788906,ATM
991,Hoskote,13.073014,77.79213809999999,Ruchi Vihar,13.07315,77.786935,Breakfast Spot
